"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"100","aurola","great support","amber mccann","    great support like material  high waist will roll down  my only complaint",2024-02-23,5,"verified purchase"
"101","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","versatile crop top","spice","i love wearing baggy jeans and having a short top",2023-09-16,4,"verified purchase"
"102","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","muy cmoda","adriana lpez","la calidad de la tela es muy buena  medida como la esperaba es cmodame gusta volvera a comprar en otro color",2023-11-04,5,"verified purchase"
"103","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","como descrito","adriana palmeira de carvalho","como  descrito",2023-03-17,5,"verified purchase"
"104","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","super cute worth the price","tammy","absolutely love this top perfect fitting crop light weight and soft fabric the only thing that bothers me is the length in the arms is a little long but thats just me being picky washes well and hung to dry plan on ordering more coloursordered the sleeveless style in red which im super excited for",2023-07-12,5,"verified purchase"
"105","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","love it","chris","cropped cute and the material is soft and acceptable quality looks great with high waisted pantswill buy more colour",2024-01-13,5,"verified purchase"
"106","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","respirant et doux","elisa","lavantage de ce haut cest quen faisant du sport le vtement reste agrable  porterle tissus est respirant par sa forme et sa texture nickel pour transpirer sans touffer",2024-01-13,5,"verified purchase"
"107","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","me encantan por ser muy cmodos","ileana brito gmez","perfectos para entrenar y proteger cuando hay fro",2023-02-03,5,"verified purchase"
"108","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","great fit","brittany foster","really like the length of this shirt its a shorter crop and looks great with high waisted leggings i have this in  colors and the light blue and maroonpurple are both the same length the white and gray shirts are longer and are cropped at the waist they are shorter than a normal tshirt but dont feel like a cropped shirt because they are so long however they are super duper soft i love the feel of my white and gray shirts i wear them all the time because they are so soft the blue and purple shirts are not made out of the same soft material but still great shirts because of the length",2023-07-23,5,"verified purchase"
"109","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","ideal for petite height sizing","paulene gogan","good with high rise skirt or pants",2023-07-26,5,"verified purchase"
"110","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","good quality","jocelyne greer","comfortable and cute fits well not to cropped not to long soft material bought more in other colors im usually a small or a med and i bought a small",2023-09-09,5,"verified purchase"
"111","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","supe bien","julia s","me gusto la tela y la calidad supe bien muy recomendado no lo piensen demasiado",2021-12-18,4,"verified purchase"
"112","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","this is the crop top","jolene stalley","been searching for a crop top like this for a while the material is perfectcomfortable and doesnt wrinkle like other shirts i have paid more for another crop top from a more expensive brand that wrinkles way too much and is not as comfortable i got this in black and plan on buying more in different colors",2024-01-28,5,"verified purchase"
"113","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","love it","diana","lightweight and comfortable its quite oversized but thats how i like my tops so i am happy with that",2023-01-01,5,"verified purchase"
"114","crz yoga women's pima cotton workout crop top short sleeve running t-shirt casual athletic tee","cute","amazon customer","very soft comfy and light weight a little shorter then i was expecting but not small or tight perfect for workouts",2022-04-07,5,"verified purchase"
